,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
577,1892405,4092013475,Bojangles # 29,12109 Cloverleaf Dr,WAKE FOREST,27587-6516,19195542243,2001-12-14,5722,-78.54093466,35.97688776,M,bI9mxbdCVNoKktomRcVfXw,bojangles-restaurant-wake-forest,Bojangles Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/CChEOS59IQWGEjqYmrrSBA/o.jpg,False,https://www.yelp.com/biz/bojangles-restaurant-wake-forest?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,19,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 35.9769099, 'longitude': -78.54092}",['delivery'],$,"{'address1': '12109 Cloverleaf Park', 'address2': '', 'address3': '', 'city': 'Wake Forest', 'zip_code': '27587', 'country': 'US', 'state': 'NC', 'display_address': ['12109 Cloverleaf Park', 'Wake Forest, NC 27587']}",19195542243,(919) 554-2243
578,1892406,4092014233,Sheetz,1655 N Main Street,FUQUAY VARINA,27526,19195772215,2005-01-26,5753,-78.76014426,35.59694528,M,qMpF8yx6quUPNjj4GSS9yA,sheetz-fuquay-varina-4,Sheetz,https://s3-media0.fl.yelpcdn.com/bphoto/WGDlt58VihIS3E-ite8Tcw/o.jpg,False,https://www.yelp.com/biz/sheetz-fuquay-varina-4?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,17,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}]",4.0,"{'latitude': 35.596782087774685, 'longitude': -78.76020622883605}",['delivery'],$,"{'address1': '1655 N Main St', 'address2': '', 'address3': '', 'city': 'Fuquay-Varina', 'zip_code': '27526', 'country': 'US', 'state': 'NC', 'display_address': ['1655 N Main St', 'Fuquay-Varina, NC 27526']}",19195772215,(919) 577-2215
579,1892413,4092014550,KFC/Taco Bell #J120093,6405 Falls of Neuse RD,RALEIGH,27615,19198726902,2006-04-25,5791,-78.62197977,35.87045451,M,P7KKrgAF-Ij0rItekTtmpQ,kfc-raleigh-14,KFC,https://s3-media0.fl.yelpcdn.com/bphoto/9CAGBpm9oeEP9ywW6vCW6g/o.jpg,False,https://www.yelp.com/biz/kfc-raleigh-14?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",2.5,"{'latitude': 35.870449003087764, 'longitude': -78.6218804}",[],$,"{'address1': '6405 Falls Of Neuse Rd', 'address2': None, 'address3': None, 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['6405 Falls Of Neuse Rd', 'Raleigh, NC 27615']}",19198726902,(919) 872-6902
581,1892414,4092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,RALEIGH,27609,19198728856,2010-09-13,5781,-78.61222144,35.83674654,M,GissR_YpmBlvClpP-5D5oA,wingstop-raleigh,Wingstop,https://s3-media0.fl.yelpcdn.com/bphoto/qQr2kX0on4GqkgBwJKQmtA/o.jpg,False,https://www.yelp.com/biz/wingstop-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,63,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.0,"{'latitude': 35.8363935076074, 'longitude': -78.6100202219518}",['delivery'],$$,"{'address1': '1721 New Hope Church Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27609', 'country': 'US', 'state': 'NC', 'display_address': ['1721 New Hope Church Rd', 'Raleigh, NC 27609']}",19198728856,(919) 872-8856
582,1892416,4092018392,Academy Street Bistro,200 S Academy ST ,CARY,27511,19193770509,2020-06-30,5806,-78.78170139,35.78644735,M,he4Qd_4OuFmiPqm3EVp0aw,academy-street-bistro-cary,Academy Street Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/JbQqAFvX9mrte8SkN0vZMA/o.jpg,False,https://www.yelp.com/biz/academy-street-bistro-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,177,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 35.7864201, 'longitude': -78.7816826}",['delivery'],$$,"{'address1': '200 S Academy St', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['200 S Academy St', 'Cary, NC 27511']}",19193770509,(919) 377-0509
583,1892417,4092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,CARY,27518,19198035358,2009-11-19,5807,-78.77660452,35.72829274,M,i6yhw8DhKj1EmWFAeCU9WA,bocci-trattoria-and-pizzeria-cary,Bocci Trattoria & Pizzeria,https://s3-media0.fl.yelpcdn.com/bphoto/00THqOeCHOv-4g8F9bTf1Q/o.jpg,False,https://www.yelp.com/biz/bocci-trattoria-and-pizzeria-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,146,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wraps', 'title': 'Wraps'}]",3.5,"{'latitude': 35.7282943725586, 'longitude': -78.7766036987305}","['delivery', 'pickup']",$$,"{'address1': '2425 Kildaire Farm Rd', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27518', 'country': 'US', 'state': 'NC', 'display_address': ['2425 Kildaire Farm Rd', 'Cary, NC 27518']}",19198035358,(919) 803-5358
584,1892421,4092016574,ZAXBY'S #44901,101 GRAND HILL PL ,HOLLY SPRINGS,27540,19197620432,2013-11-21,5823,-78.85029671,35.6590441,M,XHhy6uz4wEGEeG_gLklCIg,zaxbys-chicken-fingers-and-buffalo-wings-holly-springs-2,Zaxby's Chicken Fingers & Buffalo Wings,https://s3-media0.fl.yelpcdn.com/bphoto/zRfD1xyGC_5qmxG2diTf0Q/o.jpg,False,https://www.yelp.com/biz/zaxbys-chicken-fingers-and-buffalo-wings-holly-springs-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,21,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'salad', 'title': 'Salad'}]",3.5,"{'latitude': 35.659032, 'longitude': -78.850366}","['pickup', 'delivery']",$,"{'address1': '101 Grand Hill Pl', 'address2': '', 'address3': '', 'city': 'Holly Springs', 'zip_code': '27540', 'country': 'US', 'state': 'NC', 'display_address': ['101 Grand Hill Pl', 'Holly Springs, NC 27540']}",19197620432,(919) 762-0432
585,1892422,4092016949,TAVERNA AGORA,326 HILLSBOROUGH ST ,RALEIGH,27603,19198818333,2015-06-08,5826,-78.64443499,35.78101375,M,9mJiCfquaoJfr1ZbzXI-gA,taverna-agora-raleigh,Taverna Agora,https://s3-media0.fl.yelpcdn.com/bphoto/Tt3_WNeGaLbF-YlqFtm6XQ/o.jpg,True,https://www.yelp.com/biz/taverna-agora-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,88,"[{'alias': 'greek', 'title': 'Greek'}]",4.0,"{'latitude': 35.8548698, 'longitude': -78.7020874}",[],$$,"{'address1': '6101 Glenwood Ave', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27612', 'country': 'US', 'state': 'NC', 'display_address': ['6101 Glenwood Ave', 'Raleigh, NC 27612']}",19198818333,(919) 881-8333
587,1892423,4092014115,Sam's Club #8223 Cafe,2537 S Saunders St,RALEIGH,27603,19198391700,2004-08-24,5829,-78.64662127,35.75036941,M,enzpH-iihjbHsfHOxEElFA,sams-club-raleigh-8,Sam's Club,https://s3-media0.fl.yelpcdn.com/bphoto/ZVxelaY7fv30CXFTWvnuWA/o.jpg,False,https://www.yelp.com/biz/sams-club-raleigh-8?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,30,"[{'alias': 'wholesale_stores', 'title': 'Wholesale Stores'}, {'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'tires', 'title': 'Tires'}]",2.5,"{'latitude': 35.75072262085348, 'longitude': -78.64637747233563}",[],$$,"{'address1': '2537 S Saunders St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['2537 S Saunders St', 'Raleigh, NC 27603']}",19198391700,(919) 839-1700
588,1892429,4092014221,Subway #2615,3416 POOLE RD ,RALEIGH,27610-2918,19192316223,2005-01-05,5890,-78.57953261,35.76724571,M,6mODwUGRKuw8mOvJZstXFw,subway-raleigh-64,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/JUxrVOIKEwnwQQQl45aFow/o.jpg,False,https://www.yelp.com/biz/subway-raleigh-64?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 35.7676672065258, 'longitude': -78.5795797055225}","['pickup', 'delivery']",$,"{'address1': '3416 Poole Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['3416 Poole Rd', 'Raleigh, NC 27610']}",19192316223,(919) 231-6223
589,1892430,4092013461,Pine Hollow Golf Club Food Service,3300 GARNER RD ,CLAYTON,27520-9306,19195534554,2001-11-30,5895,-78.50626539,35.67653726,M,5K8rbWcEfCxbTY6DU_-7YA,pine-hollow-golf-club-clayton-2,Pine Hollow Golf Club,https://s3-media0.fl.yelpcdn.com/bphoto/b2FXhSKoUE_c7FEzJQiOIg/o.jpg,False,https://www.yelp.com/biz/pine-hollow-golf-club-clayton-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,8,"[{'alias': 'golf', 'title': 'Golf'}]",4.5,"{'latitude': 35.679767, 'longitude': -78.507707}",[],,"{'address1': '3300 E Garner Rd', 'address2': None, 'address3': None, 'city': 'Clayton', 'zip_code': '27520', 'country': 'US', 'state': 'NC', 'display_address': ['3300 E Garner Rd', 'Clayton, NC 27520']}",19195534554,(919) 553-4554
590,1892431,4092013735,Village Draft House,428 Daniels St ,RALEIGH,27605,19198331373,2002-12-31,5915,-78.66025735,35.7899673,M,0ulij4lHq2o_duHi2W5kMQ,village-draft-house-raleigh,Village Draft House,https://s3-media0.fl.yelpcdn.com/bphoto/77Xak8zPa3WK96zHNHbz6Q/o.jpg,False,https://www.yelp.com/biz/village-draft-house-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,220,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'latitude': 35.789872595432, 'longitude': -78.660671576506}",['delivery'],$$,"{'address1': '428 Daniels St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['428 Daniels St', 'Raleigh, NC 27605']}",19198331373,(919) 833-1373
591,1892432,4092013752,Chili's Bar and Grill,3411 Sumner Blv ,RALEIGH,27616,19197922545,2003-01-03,5916,-78.57603863,35.86599856,M,cCLf0MTUMdmvUSxqm5asjQ,chilis-raleigh-7,Chili's,https://s3-media0.fl.yelpcdn.com/bphoto/-_tsVaBXEPEFHqPo5pGarQ/o.jpg,False,https://www.yelp.com/biz/chilis-raleigh-7?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,84,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]",2.5,"{'latitude': 35.866954969014756, 'longitude': -78.5811634}",[],$$,"{'address1': '3411 Sumner Blvd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27616', 'country': 'US', 'state': 'NC', 'display_address': ['3411 Sumner Blvd', 'Raleigh, NC 27616']}",19197922545,(919) 792-2545
592,1892433,4092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,ROLESVILLE,27571,19192631868,2016-09-27,5943,-78.47039569,35.91648377,M,TPWSozwh3o31POtk1QncXw,off-the-hook-seafood-restaurant-rolesville,Off The Hook Seafood Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/5aNVw5st7gfjxHbWKiX8FQ/o.jpg,False,https://www.yelp.com/biz/off-the-hook-seafood-restaurant-rolesville?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,41,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 35.9158661497304, 'longitude': -78.4705518606663}","['delivery', 'pickup']",$$,"{'address1': '308 Southtown Cir', 'address2': None, 'address3': '', 'city': 'Rolesville', 'zip_code': '27571', 'country': 'US', 'state': 'NC', 'display_address': ['308 Southtown Cir', 'Rolesville, NC 27571']}",19192631868,(919) 263-1868
593,1892434,4092014269,Subway,1326 N Main ST ,FUQUAY VARINA,27526,19195522609,2005-02-10,5948,-78.77764359,35.59047244,M,YSvCtvCzlx1XjzLVjC5NgQ,subway-fuquay-varina-5,Subway,https://s3-media0.fl.yelpcdn.com/bphoto/ysWCA2DXIdbR2npENQZQKg/o.jpg,False,https://www.yelp.com/biz/subway-fuquay-varina-5?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 35.590228, 'longitude': -78.7772330624658}",[],$,"{'address1': '1326 N Main St', 'address2': '', 'address3': '', 'city': 'Fuquay Varina', 'zip_code': '27526', 'country': 'US', 'state': 'NC', 'display_address': ['1326 N Main St', 'Fuquay Varina, NC 27526']}",19195522609,(919) 552-2609
594,1892435,4092014271,Salvio's Pizzeria,2428 SW Cary Pkwy,CARY ,27513,19194674600,2005-03-07,5949,-78.82085718,35.76363975,M,Td58XvcbD3MFRISTNyjlnA,salvios-pizzeria-cary,Salvio's Pizzeria,https://s3-media0.fl.yelpcdn.com/bphoto/b9I-rU1Hz7Cxv5exD20OUQ/o.jpg,False,https://www.yelp.com/biz/salvios-pizzeria-cary?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,121,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 35.7633322, 'longitude': -78.8221442}","['pickup', 'delivery']",$$,"{'address1': '2428 SW Cary Pkwy', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27513', 'country': 'US', 'state': 'NC', 'display_address': ['2428 SW Cary Pkwy', 'Cary, NC 27513']}",19194674600,(919) 467-4600
595,1892437,4092013705,UDUPI Cafe,590 E Chatham St ,CARY,27511,19194650898,2002-10-29,5990,-78.76832214,35.79037457,M,5PTZFJ0etDjWN3BvbqNDVg,udupi-cafe-cary-2,Udupi Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/Y4-fENMHCGh1lRjurNaMNw/o.jpg,False,https://www.yelp.com/biz/udupi-cafe-cary-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,225,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"{'latitude': 35.79106, 'longitude': -78.76863}","['delivery', 'pickup']",$$,"{'address1': '590 E Chatham St', 'address2': '', 'address3': '', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['590 E Chatham St', 'Cary, NC 27511']}",19194650898,(919) 465-0898
596,1892438,4092013767,Bojangles # 31,10610 Durant Rd ,RALEIGH,27614,19198708002,2003-02-18,5993,-78.59121781,35.90586931,M,NJS5bQFwUZ69I1xNvKzksA,bojangles-famous-chickenn-biscuits-raleigh,Bojangles Famous Chicken'n Biscuits,https://s3-media0.fl.yelpcdn.com/bphoto/ILw6wicpjJXjT0Unte0BNQ/o.jpg,False,https://www.yelp.com/biz/bojangles-famous-chickenn-biscuits-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,22,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.0,"{'latitude': 35.9058685302734, 'longitude': -78.5912170410156}",['delivery'],$,"{'address1': '10610 Durant Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27614', 'country': 'US', 'state': 'NC', 'display_address': ['10610 Durant Rd', 'Raleigh, NC 27614']}",19198708002,(919) 870-8002
597,1892439,4092011875,Goodberry's,9700 STRICKLAND RD,RALEIGH,27615-1939,19196768580,1996-05-17,6000,-78.65695874,35.90221401,M,8u79_zkH7S6YylqDae6ygQ,goodberrys-frozen-custard-raleigh-4,Goodberry's Frozen Custard,https://s3-media0.fl.yelpcdn.com/bphoto/OUMmB2DIry2ZNvOUiC84SA/o.jpg,False,https://www.yelp.com/biz/goodberrys-frozen-custard-raleigh-4?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,47,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 35.902214, 'longitude': -78.656959}",['delivery'],$,"{'address1': '9700 Strickland Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27615', 'country': 'US', 'state': 'NC', 'display_address': ['9700 Strickland Rd', 'Raleigh, NC 27615']}",19196768580,(919) 676-8580
598,1892440,4092012200,N.Y.Pizza,6458 TRYON RD,CARY,27518,19198522242,1998-02-05,6013,-78.7615544,35.74559939,M,zHBwZZ95WlAxSmsO2tNefg,the-original-ny-pizza-cary-4,The Original NY Pizza,https://s3-media0.fl.yelpcdn.com/bphoto/9vU1Mbtduy-sY-mob9ueEw/o.jpg,False,https://www.yelp.com/biz/the-original-ny-pizza-cary-4?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,66,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 35.7456281, 'longitude': -78.7623704}",['delivery'],$,"{'address1': '6458 Tryon Rd', 'address2': '', 'address3': 'Wellington Park Shopping Center', 'city': 'Cary', 'zip_code': '27511', 'country': 'US', 'state': 'NC', 'display_address': ['6458 Tryon Rd', 'Wellington Park Shopping Center', 'Cary, NC 27511']}",19198522242,(919) 852-2242
599,1892441,4092016921,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,RALEIGH,27604,19198725000,2015-05-08,6035,-78.60270667,35.81715188,M,4y7VJw395shaVvITHDCPhw,best-western-raleigh-north-downtown-raleigh,Best Western Raleigh North-Downtown,https://s3-media0.fl.yelpcdn.com/bphoto/bv08n7FuDdOzxcMmlTOl8A/o.jpg,False,https://www.yelp.com/biz/best-western-raleigh-north-downtown-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,55,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.0,"{'latitude': 35.816889, 'longitude': -78.6026566}",[],$$,"{'address1': '2715 Capital Blvd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27604', 'country': 'US', 'state': 'NC', 'display_address': ['2715 Capital Blvd', 'Raleigh, NC 27604']}",19198725000,(919) 872-5000
600,1892444,4092013841,Humble Pie,317 S Harrington St ,RALEIGH,27603,19198299222,2003-07-02,6116,-78.64497521,35.77631688,M,nvzx9w65K1Lhip5-uOaJyQ,humble-pie-raleigh,Humble Pie,https://s3-media0.fl.yelpcdn.com/bphoto/SdqUXhSbIUQyrQDXNKht3A/o.jpg,False,https://www.yelp.com/biz/humble-pie-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,346,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 35.776317, 'longitude': -78.644975}",['delivery'],$$,"{'address1': '317 S Harrington St', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['317 S Harrington St', 'Raleigh, NC 27603']}",19198299222,(919) 829-9222
601,1892445,4092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,RALEIGH,27610,19192562800,2016-01-05,6154,-78.57835567,35.7963578,M,_fSvPLA7iutGZy7nFhVsUw,holiday-inn-express-and-suites-raleigh-ne-medical-ctr-area-raleigh,Holiday Inn Express & Suites Raleigh NE - Medical Ctr Area,https://s3-media0.fl.yelpcdn.com/bphoto/UrBbr2B1M6Kb_7DZ7dwf3g/o.jpg,False,https://www.yelp.com/biz/holiday-inn-express-and-suites-raleigh-ne-medical-ctr-area-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,11,"[{'alias': 'hotels', 'title': 'Hotels'}]",2.5,"{'latitude': 35.7969234985055, 'longitude': -78.5784692486513}",[],$$,"{'address1': '3618 New Bern Ave', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27610', 'country': 'US', 'state': 'NC', 'display_address': ['3618 New Bern Ave', 'Raleigh, NC 27610']}",19192562800,(919) 256-2800
602,1892447,4092016620,TAZZA KITCHEN,432 WOODBURN  RD ,RALEIGH,27605,19198359463,2014-02-14,6159,-78.65855965,35.78994083,M,rFohGgQBCq_4UnNu7FPWYw,tazza-kitchen-village-district-raleigh-2,Tazza Kitchen Village District,https://s3-media0.fl.yelpcdn.com/bphoto/lXsBdxxQZbgt06oNvSCQQQ/o.jpg,False,https://www.yelp.com/biz/tazza-kitchen-village-district-raleigh-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,461,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 35.790501, 'longitude': -78.658622}",['delivery'],$$,"{'address1': '432 Woodburn Rd', 'address2': '', 'address3': '', 'city': 'Raleigh', 'zip_code': '27605', 'country': 'US', 'state': 'NC', 'display_address': ['432 Woodburn Rd', 'Raleigh, NC 27605']}",19198359463,(919) 835-9463
604,1892453,4092018536,ParTee Shack,5300 FAYETTEVILLE RD,RALEIGH,27603,19196702980,2021-02-16,6263,-78.66097562,35.70773302,M,7CaS6n1TBQwhHVC4vvZDWw,partee-shack-raleigh,ParTee Shack,https://s3-media0.fl.yelpcdn.com/bphoto/aOuh7RNLCaypgqrMfz_vFQ/o.jpg,False,https://www.yelp.com/biz/partee-shack-raleigh?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,17,"[{'alias': 'mini_golf', 'title': 'Mini Golf'}, {'alias': 'poolhalls', 'title': 'Pool Halls'}]",4.0,"{'latitude': 35.70790803208453, 'longitude': -78.66047836242676}",[],,"{'address1': '5300 Fayetteville Rd', 'address2': None, 'address3': '', 'city': 'Raleigh', 'zip_code': '27603', 'country': 'US', 'state': 'NC', 'display_address': ['5300 Fayetteville Rd', 'Raleigh, NC 27603']}",19196702980,(919) 670-2980
605,1892454,4092017069,GONZA TACOS & TEQUILA,2100-110 HILLSBOROUGH ST ,RALEIGH,27607,19192688965,2015-10-27,6262,-78.6631086,35.78642353,M,eEx_68bRgC2XcDxcT0KLcw,gonza-tacos-y-tequila-raleigh-2,Gonza Tacos Y Tequila,https://s3-media0.fl.yelpcdn.com/bphoto/yu3fTx-l_uJS0tHMiCO1tw/o.jpg,False,https://www.yelp.com/biz/gonza-tacos-y-tequila-raleigh-2?adjust_creative=V-BDYWq-guFwBbH8xNXBEg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=V-BDYWq-guFwBbH8xNXBEg,278,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"{'latitude': 35.7868076, 'longitude': -78.66382200868324}",['delivery'],$$,"{'address1': '2100 Hillsborough St', 'address2': 'Ste 110', 'address3': '', 'city': 'Raleigh', 'zip_code': '27607', 'country': 'US', 'state': 'NC', 'display_address': ['2100 Hillsborough St', 'Ste 110', 'Raleigh, NC 27607']}",19192688965,(919) 268-8965
