,OBJECTID,HSISID,NAME,ADDRESS1,CITY,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,PERMITID,X,Y,GEOCODESTATUS
1261,1892791,4092015261,TROPICAL SMOOTHIE CAFE,1028 OBERLIN RD ,RALEIGH,27605,(919) 755-2222,2008-10-13,8561,-78.65845011,35.79783502,M
1264,1892794,4092016070,BIG AL'S BBQ,2920 FORESTVILLE  RD ,RALEIGH,27616,(919) 217-0653,2011-12-16,8580,-78.50930992,35.89359383,M
1265,1892795,4092016350,PIZZA PIT,5335 RAYNOR RD ,GARNER,27529,(919) 662-9101,2013-01-29,8582,-78.5502561,35.67539528,M
1266,1892796,4092018039,Oak Steakhouse,417 W Hargett ST ,RALEIGH,27603,(984) 255-1818,2019-01-23,8592,-78.64560424,35.77781639,M
1269,1892799,4092016338,HAMPTON INN & SUITES CRABTREE RALEIGH KITCHEN,3920 ARROW DR ,RALEIGH,27612,(919) 881-7080,2013-01-04,8631,-78.67285035,35.83620436,M
1270,1892800,4092016339,CHANELLO'S PIZZA OF GARNER,3608 BENSON RD ,GARNER,27529,(919) 771-1000,2013-01-07,8632,-78.61153932,35.63067345,M
1272,1892802,4092018009,Asuka,2101 S MAIN ST ,WAKE FOREST,27587,(919) 570-2828,2018-12-27,8644,-78.53310077,35.94802112,M
1273,1892803,4092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,RALEIGH,27613,(919) 785-0043,2011-06-01,8648,-78.71709223,35.8704333,M
1274,1892804,4092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,RALEIGH,27603,(919) 577-1110,2013-06-13,8655,-78.71389299,35.63477583,M
1275,1892805,4092017152,ARBYS #6657,9221 FAIRBANKS RD ,RALEIGH,27613,(919) 329-2768,2016-02-22,8651,-78.72644123,35.89837825,M
1277,1892807,4092018001,Che Empanadas,500-115 E Davie ST ,RALEIGH,27601,(919) 360-6656,2018-12-17,8677,-78.63247092,35.77531669,M
1278,1892808,4092018237,Aviator Pizzeria & Beer Shop,601 E BROAD ST,FUQUAY VARINA,27526-1709,(919) 346-8206,2019-11-21,8683,-78.79336998,35.59304892,M
1279,1892809,4092017341,FOX AND HOUND #65077,4158  MAIN AT NORTH HILLS ST ,RALEIGH,27609,(919) 781-4496,2016-10-18,8691,-78.64323049,35.83718561,M
1280,1892810,4092018276,Chuan Cafe,2004 NEW BERN AVE ,RALEIGH,27610,(919) 594-1772,2019-12-20,8695,-78.60562461,35.778714,M
1281,1892811,4092015135,CHARLIE'S KABOB GRILL,12235 CAPITAL BLVD ,WAKE FOREST,27587,(919) 554-0938,2008-05-27,8713,-78.54097555,35.98087356,M
1282,1892812,4092017780,TLAQUEPAQUE MEXICAN CUISINE,11206 CAPITAL  BLVD ,WAKE FOREST,27587,(919) 554-2544,2018-01-24,8714,-78.5389061,35.95167217,M
1284,1892814,4092018088,Thai 54,10290 Chapel Hill RD ,MORRISVILLE,27560,(919) 443-8038,2019-04-16,8722,-78.82634068,35.83290707,M
1285,1892815,4092015263,FLEMING'S PRIME STEAKHOUSE & WINE BAR #4402,4325 GLENWOOD AVE ,RALEIGH,27612,(919) 571-6200,2008-10-15,8726,-78.68184484,35.84183815,T
1286,1892816,4092015662,CARIBOU COFFEE #301,8201-101  BRIER CREEK  PKY ,RALEIGH,27617,(919) 405-2802,2010-06-15,8715,-78.78482051,35.90949791,M
1288,1892818,4092018553,Lime & Lemon Indian Grill,105 FRIENDLY DR ,RALEIGH,27607,(919) 244-1205,2021-03-18,8742,-78.67588834,35.78901506,M
1290,1892820,4092018714,Checo's Mexican Grill,7617 POOLE RD,RALEIGH,27610,(919) 244-5111,2021-09-21,8774,-78.50618988,35.75444978,M
1291,1892821,4092016289,MCDONALDS #32822,7301 SIX FORKS  RD ,RALEIGH,27615,(919) 846-9903,2012-11-16,8775,-78.6463992,35.87989927,M
1294,1892824,4092018163,DUNKIN' #347603,13240 STRICKLAND RD ,RALEIGH,27613,(919) 890-0089,2019-08-28,8787,-78.72644553,35.90762735,M
1296,1892826,4092017692,SPRING CAFE,2900 SPRING FOREST RD ,RALEIGH,27616-1895,(919) 977-3679,2017-10-06,8795,-78.59114174,35.85495156,M
1300,1892830,4092010533,O'Charleys,101 ASHVILLE AVE ,CARY,27511-6606,(919) 851-9777,1991-04-22,8814,-78.78354467,35.73867895,M
1301,1892831,4092018331,The Kelloggs Cafe,1 QUALITY LN,CARY,27513,,2020-03-02,8838,-78.80879618,35.81694271,M
1302,1892832,4092018385,The Arepa Bar ,7909 FALLS OF NEUSE RD ,RALEIGH,27615,(919) 480-3190,2020-06-22,8856,-78.62599606,35.89330024,M
1306,1892836,4092014664,701 Cafe,701 CORPORATE CENTER DR,RALEIGH,27607-5084,(919) 413-5567,2006-07-28,8865,-78.74123075,35.79180834,M
1309,1892839,4092016181,LA BRAZA RESTAURANT,4000 ATLANTIC AVE ,RALEIGH,27604,(919) 872-8482,2012-05-10,8873,-78.60078267,35.83795823,M
1311,1892841,4092017452,BLAZE PIZZA #1193,316 GRAND HILL PL ,HOLLY SPRINGS,27540,(919) 557-4990,2016-11-04,8880,-78.8436742,35.66711942,M
1313,1892843,4092017603,LA SANTA,222-107 GLENWOOD AVE ,RALEIGH,27603,(919) 720-4096,2017-04-28,8881,-78.64733509,35.78392897,M
1314,1892844,4092018010,Levity Raleigh,1224 Parkside Main ST ,Cary,27519,,2018-12-21,8899,-78.88929435,35.84836238,M
1315,1892845,4092018145,Gamers Geekery & Tavern,107 EDINBURGH SOUTH DR,CARY,27511,,2019-07-26,8913,-78.79792507,35.7367619,M
1316,1892846,4092016443,JUSTICE CENTER CAFE,300 S SALISBURY ST ,RALEIGH,27601,(919) 831-9292,2013-06-11,8915,-78.6411193,35.77632989,M
1317,1892847,4092017712,First Watch 555,4233 Corners PKY ,RALEIGH,27617,(919) 399-9040,2017-10-13,8920,-78.78791806,35.91890974,M
1318,1892848,4092018686,Bluegrass Bagels,100 Dickens RD ,FUQUAY-VARINA,27526,(919) 285-4980,2021-08-03,8923,-78.81080764,35.61516779,M
1319,1892849,4092010989,Los Tres Magueyes,110 SW MAYNARD RD ,CARY,27511-4402,(919) 460-8757,1992-01-16,8926,-78.78312573,35.77217563,M
1323,1892853,4092016087,YAMATO,700 E WILLIAMS ST ,APEX,27502,(919) 303-8088,2012-01-17,8952,-78.84651301,35.7236133,M
1324,1892854,4092010617,Rex Hospital Cafeteria,4420 Lake Boone TRL ,RALEIGH,27607-6599,(919) 784-4173,1991-05-13,8956,-78.70242018,35.81817246,M
1327,1892857,4092017916,DELL/EMC2,5800 TECHNOLOGY  DR ,APEX,27502,(978) 317-8672,2018-09-10,8997,-78.84431049,35.69286556,M
1328,1892858,4092016927,SHEETZ 555,4010 CONVENIENCE LN ,CARY,27519,(919) 316-7779,2015-04-24,9000,-78.89476815,35.86024024,M
1329,1892859,4092010094,Buffaloe Lanes North Foodservice,5900 Oak Forest Dr,RALEIGH,27616-2903,(919) 876-5681,1991-05-02,9014,-78.58853366,35.86304841,M
1331,1892861,4092017071,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,RALEIGH,27615,(919) 844-6692,2015-11-06,9038,-78.64725808,35.88069032,M
1332,1892862,4092016273,KUMBALA BAR & GRILL,3945 NEW BERN  AVE ,RALEIGH,27610,(919) 231-0335,2012-10-05,9048,-78.57014599,35.80045574,M
1336,1892866,4092016353,BUFFALO BROTHERS,11735  RETAIL DR ,WAKE FOREST,27587,(919) 570-6004,2013-01-14,9065,-78.54322313,35.96793718,M
1337,1892867,4092016642,SUBWAY #35970,4500 FAYETTEVILLE RD ,RALEIGH,27603,(919) 773-1993,2014-03-14,9067,-78.6585824,35.71894128,M
1338,1892868,4092017968,Syneos Health Cafe,1030 Sync ST ,Morrisville,27560,(919) 876-9300,2018-10-31,9070,-78.82791355,35.86278061,M
1341,1892871,4092017841,CARY CRAB HOUSE,220 Crossroads BLVD ,CARY,27518,(919) 233-9829,2018-04-18,9087,-78.73871452,35.76064286,M
1343,1892873,4092017838,Raleigh Crab House,4538 Capital BLVD ,RALEIGH,27604,(919) 322-0304,2018-04-11,9096,-78.57896604,35.84571366,M
1346,1892876,4092017958,Johnny's Pizza #3,13654 Capital BLVD ,WAKE FOREST,27587,(919) 556-0550,2018-10-03,9136,-78.51867461,36.00548951,M
1347,1892877,4092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,CARY,27513,(919) 234-0822,2016-10-14,9139,-78.77007317,35.83116175,M
1350,1892880,4092017969,Corelife Eatery,200-100 Crossroads BLVD ,CARY,27518,(919) 726-6261,2018-10-31,9176,-78.74157163,35.76120817,M
1351,1892881,4092016976,MCDONALDS #28653,1409 N MAIN ST ,FUQUAY-VARINA,27526,(919) 552-3190,2015-07-14,9178,-78.77166576,35.59372894,M
1353,1892883,4092017597,MARIO DELI & GRILL,2317 EAGLE ROCK RD ,WENDELL,27591,(919) 374-7446,2017-05-10,9198,-78.38972318,35.75231212,M
1355,1892885,4092011955,Pam's Farmhouse Restaurant,5111 Western BLVD ,RALEIGH,27603,(919) 859-9990,1996-11-07,9232,-78.71184422,35.78599343,M
1357,1892887,4092010815,Wildwood Green Snack Bar,3000 Ballybunion Way ,RALEIGH,27612,(919) 846-5380,1991-05-13,9268,-78.6857282,35.91006629,M
1359,1892889,4092015864,VINOS FINOS Y PICADAS,8450 HONEYCUTT RD ,RALEIGH,27615,(919) 747-9233,2011-01-03,9282,-78.62166097,35.89510574,M
1360,1892890,4092018478,The Iron Lantern,2829 WENDELL BLVD,WENDELL,27591-6904,,2020-11-05,9288,-78.38037181,35.79568777,M
1361,1892891,4092016191,ORO RESTAURANT & LOUNGE,18 E MARTIN ST ,RALEIGH,27601,(919) 239-4010,2012-05-15,9274,-78.63842774,35.77684525,M
1362,1892892,4092018004,Publix 1552 Deli,425 Emissary DR ,CARY,27519,(919) 388-7201,2018-11-07,9290,-78.90353469,35.82487418,M
1363,1892893,4092015586,WELLS FARGO  CAFE,1100 CORPORATE CENTER DR ,RALEIGH,27607-5066,(919) 852-7720,2010-03-29,9293,-78.73483567,35.80060497,M
1364,1892894,4092015079,Subway #41914,841 E Gannon AVE ,ZEBULON,27597,(919) 269-2699,2008-02-29,9299,-78.29634697,35.83128525,M
1365,1892895,4092017593,SUBWAY #5168,5410 Six Forks Rd,RALEIGH,27609,(919) 870-1782,2017-05-04,9309,-78.64059702,35.85499105,M
1366,1892896,4092017563,SIR WALTER COFFEE,145 E DAVIE ST ,RALEIGH,27601,(919) 322-0019,2017-03-30,9313,-78.63753225,35.77583605,M
1368,1892898,4092017759,Saigon Pho Vietnamese Cuisine,3310 Capital  Blvd,RALEIGH,27604,(919) 803-4048,2017-12-20,9322,-78.5854745,35.82439477,M
1370,1892900,4092015131,The Pit,328 W Davie ST ,RALEIGH,27601,(919) 890-4500,2008-05-14,9328,-78.64472372,35.77605684,M
1371,1892901,4092017235,RISE BISCUITS & DONUTS,8301-101 BRIER CREEK PKY ,RALEIGH,27617,(984) 244-7218,2016-06-02,9343,-78.78526235,35.90870808,M
1374,1892904,4092011193,El Rodeo Restaurant,2404 Wake Forest Rd,RALEIGH,27608-1710,(919) 833-1460,1992-12-10,9358,-78.6259391,35.81378428,M
1376,1892906,4092011783,Taco Bell #3421,1120 KILDAIRE FARM RD,CARY,27511-4523,(919) 481-0850,1995-12-04,9365,-78.78221308,35.76974275,M
1377,1892907,4092011880,Caffe Luna,136 E HARGETT ST,RALEIGH,27601-1440,(919) 832-6090,1996-04-30,9391,-78.6368955,35.77799941,M
1379,1892909,4092017462,JASMIN MEDITERRANEAN BISTRO,2501 BLUE RIDGE RD ,RALEIGH,27607,(919) 800-8599,2016-11-09,9399,-78.70656515,35.81500557,M
1380,1892910,4092018338,The Optimist,1000-109 Brookside DR ,RALEIGH,27604,(919) 896-8988,2020-03-19,9412,-78.62506199,35.79200622,M
1381,1892911,4092017953,Matsu Hibachi & Sushi,"4551 New Bern  Ave, Ste 130",RALEIGH,27610,(919) 212-6666,2018-10-04,9413,-78.55807015,35.79980588,M
1384,1892914,4092017912,Holiday Inn Express & Suites Food Service,11400  COMMON OAKS DR ,RALEIGH,27614,(919) 570-5550,2018-08-31,9422,-78.54091064,35.95134484,M
1385,1892915,4092015493,ZAYKA INDIAN CUISINE,10410-103 MONCREIFFE  RD ,RALEIGH,27617,(919) 361-5370,2009-10-22,9424,-78.79299562,35.90013638,M
1386,1892916,4092013106,Sawmill Tap Room,7701 LEAD MINE RD,RALEIGH,27615-4829,(919) 845-7889,2000-01-14,9428,-78.66032463,35.88500866,M
1387,1892917,4092013101,CAPITAL CITY CHOP HOUSE,151 AIRGATE DR,MORRISVILLE,27560-8495,(919) 484-7721,2000-02-02,9431,-78.81478867,35.86344916,M
1388,1892918,4092013060,PNC 329,1400 EDWARDS MILL RD ,RALEIGH,27607-3624,(919) 861-2300 ext. 5,1999-10-29,9433,-78.7229363,35.8032419,M
1389,1892919,4092017035,NINA'S RISTORANTE,8801 LEADMINE RD ,RALEIGH,27615-2722,(919) 845-1122,2015-10-05,9434,-78.65724665,35.90519757,M
1391,1892921,4092017685,JADE GARDEN CHINESE RESTAURANT,1207 HILLSBOROUGH ST ,RALEIGH,27603,(919) 594-1813,2017-09-26,9453,-78.65564881,35.78267089,M
1392,1892922,4092016944,HIMALAYAN NEPALI CUISINE,746 E CHATHAM ST ,CARY,27511,(919) 466-0550,2015-06-04,9455,-78.76691591,35.79077863,M
1393,1892923,4092018644,Duke Raleigh Hospital Cafeteria,3400 WAKE FOREST RD,RALEIGH,27609,,2021-06-04,9458,-78.61849027,35.82845511,M
1395,1892925,4092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,RALEIGH,27614,,2020-12-07,9471,-78.56176411,35.94053786,M
1396,1892926,4092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,RALEIGH,27614,(919) 570-9099,2003-12-23,9477,-78.54213039,35.94426307,M
1397,1892927,4092010593,Adventure Landing,3311 Capital BLVD ,RALEIGH,27604-3339,(919) 872-1688,1991-05-02,9490,-78.58785277,35.82526081,M
1398,1892928,4092010138,Char-Grill,3211 EDWARDS MILL RD ,RALEIGH,27612-5367,(919) 781-2945,1991-05-06,9491,-78.70580536,35.82555266,M
1399,1892929,4092010520,Hilton North Raleigh Foodservice,3415 WAKE FOREST RD ,RALEIGH,27609-7316,(919) 872-2323,1991-05-08,9492,-78.62059799,35.82972938,M
1400,1892930,4092018021,Eggs Up Grill #31,4216 Lassiter RD ,Holly Springs,27540,(919) 495-4530,2019-01-03,9499,-78.79440661,35.66435998,M
1403,1892933,4092010490,Meredith College Dining Hall,3800 HILLSBOROUGH ST ,RALEIGH,27607-5237,(919) 760-8377,1991-03-19,9522,-78.68916347,35.79996371,M
1405,1892935,4092018673,Burger King #4521,2241 AVENT FERRY RD ,RALEIGH,27606-2133,(919) 829-1908,2021-07-01,9542,-78.67605091,35.77835817,M
1406,1892936,4092015923,Jubala Coffee,8450-104 HONEYCUTT  RD ,RALEIGH,27615,(919) 758-8330,2011-03-25,9551,-78.62255458,35.89538596,M
1407,1892937,4092018696,Tropical Smoothie Cafe NC74,1553 US Hwy 70W ,Garner,27529,(919) 803-3040,2021-08-13,9556,0.0,0.0,U
1408,1892938,4092016746,WELCOME MART,3252 AUBURN KNIGHTDALE ROAD,RALEIGH,27610,(919) 771-1530,2014-08-29,9561,-78.51969036,35.71972403,M
1410,1892940,4092018494,Bar Louie,8401 BRIER CREEK PKY ,RALEIGH,27617,(864) 535-6500,2020-12-08,9574,-78.78506033,35.90721817,M
1411,1892941,4092016947,SOPRANO'S GRILL,1030-101 N ROGERS LN ,RALEIGH,27610,(919) 878-8848,2015-06-05,9575,-78.54967347,35.79198567,M
1415,1892945,4092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,CARY,27511,(919) 481-0068,2010-06-07,9609,-78.78193974,35.75976658,M
1416,1892946,4092018051,Umami,8411 Brier Creek  PKY ,RALEIGH,27617,(919) 806-2888,2019-02-11,9617,-78.78334742,35.90685073,M
1417,1892947,4092018306,MC Restaurant,324 S ACADEMY ST ,CARY,27511,(919) 302-3690,2020-01-27,9638,-78.78164208,35.78328321,M
1418,1892948,4092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,RALEIGH,27616,(919) 431-6500,2014-04-22,9641,-78.580183,35.85814638,M
1420,1892950,4092018030,Randys Pizza,13200 FALLS OF NEUSE RD ,RALEIGH,27614,(919) 554-1000,2019-01-22,9659,-78.55981965,35.9407555,M
1422,1892952,4092017997,Applebee's Grill & Bar,501 E Six Forks RD ,RALEIGH,27609-7889,(919) 856-9030,2018-12-13,9663,-78.62327835,35.81997806,M
1427,1892957,4092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,RALEIGH,27617,(919) 381-4814,2018-12-28,9706,-78.78791806,35.91890974,M
1428,1892958,4092014942,Centro,106 S Wilmington ST ,RALEIGH,27601,(919) 835-3593,2007-09-10,9713,-78.63844527,35.77926874,M
1429,1892959,4092017234,BURGER 21,6196 FALLS OF NEUSE RD ,RALEIGH,27609,(919) 900-8807,2016-05-31,9727,-78.6187408,35.86627943,M
1430,1892960,4092018663,Burger King #6563,12301 Capital  BLVD ,WAKE FOREST ,27587,(919) 556-3585,2021-06-28,9736,-78.5394356,35.98203922,M
1431,1892961,4092018500,Wegmans #108 Pizza & Subs ,1200 Wake Towne DR ,RALEIGH,27609,(984) 960-5600,2020-10-29,9743,-78.62082753,35.82131925,M
1434,1892964,4092018187,ZAXBY'S,1021 N HARRISON  AVE ,RALEIGH,27513,(919) 481-2070,2019-09-26,9766,-78.78302072,35.8036362,M
1437,1892967,4092018520,Shearon Harris Cafe,5413  Shearon Harris RD ,NEW HILL,27562,(984) 229-2037,2021-01-27,9805,-78.94432591,35.63332345,M
1438,1892968,4092016903,Axis (at Embassy Suites),4700 CREEDMOOR RD ,RALEIGH,27612-5802,(919) 881-0000,2015-05-06,9808,-78.67922186,35.84476666,M
1440,1892970,4092016040,SUBWAY #52361,2010 KILDAIRE FARM  RD ,CARY,27511,(919) 851-3399,2011-11-08,9810,-78.78211085,35.73717785,M
1443,1892973,4092017683,Wayback Burgers,6320-116 Capital BLVD ,RALEIGH,27616,(919) 977-4444,2017-09-19,9824,-78.58011487,35.87107688,M
1446,1892976,4092018379,Chipotle Mexican Grill - Garner,4203 FAYETTEVILLE RD,RALEIGH,27603,(919) 662-8393,2020-06-05,9860,-78.65202042,35.72206935,M
1447,1892977,4092015661,FarmTable & Gatehouse Tavern,960 GATEWAY COMMONS CIR ,WAKE FOREST,27587,(919) 569-6714,2010-06-14,9862,-78.4951784,35.96732914,M
1448,1892978,4092016061,MCDONALD'S # 16326,2900 WENDELL BLVD ,WENDELL,27591,(919) 365-3625,2011-12-09,9867,-78.37967246,35.79229956,M
1451,1892981,4092010037,Aubrey & Peedi's Grill,38 N Main ST ,WENDELL,27591,(919) 365-5528,1991-04-25,9894,-78.36945437,35.78246543,M
1452,1892982,4092011196,Administration Bldg. Snack Bar,116 W JONES ST ,RALEIGH,27603-1300,(919) 733-3488,1992-12-21,9913,-78.64075634,35.78327193,M
1453,1892983,4092016321,La Quinta Inn & Suites Foodservice,2610 WESTINGHOUSE BLVD ,RALEIGH,27604,(919) 821-0888,2012-12-11,9922,-78.59714366,35.81624427,M
1454,1892984,4092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,CARY,27519,(919) 336-1111,2018-07-02,9924,-78.84558396,35.79325638,M
1455,1892985,4092015222,ANNA'S PIZZERIA,100 N SALEM ST ,APEX,27502,(919) 267-6237,2008-09-15,9928,-78.85126459,35.73076866,M
1456,1892986,4092010549,The Peddler Steak House,6005 GLENWOOD AVE ,RALEIGH,27612-2636,(919) 787-6980,1991-05-13,9942,-78.7015418,35.85400628,M
1457,1892987,4092010286,GLAXO ZEBULON FOODSERVICE,1011 N ARENDELL AVE ,ZEBULON,27597,(919) 269-1161,1991-08-23,9946,-78.32849606,35.83040203,M
1458,1892988,4092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,MORRISVILLE,27560,(919) 460-8141,2013-05-03,9954,-78.81074222,35.80769198,M
1459,1892989,4092017781,RALLYPOINT SPORT GRILL,837 BASS PRO LN ,CARY,27513,(919) 678-1088,2018-01-29,9968,-78.77007317,35.83116175,M
1462,1892992,4092018150,Shake Shack #1294,310 COLONADES WAY,CARY,27518,(919) 230-9390,2019-08-11,9976,-78.77756307,35.73853619,M
1463,1892993,4092017733,BELLA ITALIA PIZZERIA,109 CAPCOM AVE ,WAKE FOREST,27587-6515,(919) 554-9404,2017-11-20,9984,-78.52881225,35.95086253,T
1467,1892997,4092015820,VILLAGE GRILL,8470-102 HONEYCUTT RD ,RALEIGH,27615,(919) 890-5340,2010-11-12,9990,-78.62256186,35.89560462,M
1468,1892998,4092017578,SOUTHERN CRAFT BUTCHERS,8460-116 HONEYCUTT RD ,RALEIGH,27615,(919) 239-4087,2017-04-18,9992,-78.62255822,35.89549529,M
1469,1892999,4092017053,CHILI'S GRILL & BAR #1566,111 GRAND HILL PL ,HOLLY SPRINGS,27540,(919) 557-7841,2015-10-09,10006,-78.84935077,35.65965931,M
1471,1893001,4092018463,Pat Murnane's Irish Pub,2108 S MAIN ST ,WAKE FOREST,27587,(919) 562-5570,2020-10-15,10015,-78.53407126,35.94966057,M
1474,1893004,4092011186,Kashin Restaurant,309 CROSSROADS BLVD ,CARY,27511-6894,(919) 851-7101,1992-11-25,10054,-78.73871452,35.76064286,M
1475,1893005,4092014932,Babymoon Cafe,100 Jerusalem DR,MORRISVILLE,27560,(919) 465-9006,2007-08-24,10061,-78.82707041,35.85102001,M
1476,1893006,4092018006,Publix 1551 Deli,9640 Leesville RD ,Raleigh,27613,(919) 848-3480,2018-11-26,10064,-78.72728627,35.90563318,M
1481,1893011,4092017967,Abbey Road Tavern & Grill,711 N Main ST ,FUQUAY-VARINA,27526,(919) 762-7731,2018-10-30,10087,-78.79214145,35.59183755,M
1482,1893012,4092015748,SUSHI IWA APEX,2026 CREEKSIDE LANDING DR ,APEX,27502,(919) 387-7022,2011-06-15,10090,-78.88323254,35.74554013,M
1483,1893013,4092015048,Thai Spices & Sushi,986 High House RD ,CARY,27513,(919) 319-1818,2008-01-22,10096,-78.82691458,35.788417,M
1484,1893014,4092018262,Juicehaus,509 E BROAD ST,FUQUAY VARINA,27526,(919) 285-2130,2019-12-11,10102,-78.79419282,35.59352334,M
1485,1893015,4092016799,KUMO SUSHI & HIBACHI,2916 N MAIN  ST ,FUQUAY-VARINA,27526,(919) 986-0983,2014-11-04,10115,-78.7325945,35.61559182,M
1486,1893016,4092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,CARY,27513,(919) 461-7008,2011-01-04,10118,-78.83800513,35.78180038,M
1488,1893018,4092014648,Las Rositas,207 N Arendell AVE,ZEBULON,27597,(919) 404-8304,2006-07-27,10127,-78.31354913,35.82225674,M
1489,1893019,4092016861,CHIPOTLE #2386,6081  CAPITAL  BLVD ,RALEIGH,27616,(919) 322-3290,2015-01-13,10129,-78.58309511,35.86882022,M
1490,1893020,4092018587,Wegmans #145 Main Kitchen,11051 LIGON MILL RD ,WAKE FOREST,27587,,2021-03-24,10135,-78.53356587,35.96409572,M
1491,1893021,4092018403,Plant Slant Juice,1851 AVERSBORO RD ,GARNER,27529,(919) 322-4082,2020-07-13,10136,-78.61583871,35.68506655,M
1492,1893022,4092018455,Outback Steakhouse #3459,5200 Capital BLVD ,RALEIGH,27616,(919) 790-0990,2020-09-03,10140,-78.58031568,35.85666967,M
1493,1893023,4092011958,Goodberry's Creamery,2325 Davis Dr ,CARY,27560,(919) 469-3350,1996-11-15,10146,-78.84745125,35.78961368,M
1496,1893026,4092010872,Wake Med Kitchen,3000 NEW BERN AVE,RALEIGH,27610-1231,(919) 350-8042,1992-02-12,10164,-78.58796297,35.78391423,M
1497,1893027,4092011060,Olive Garden,1809 WALNUT ST ,CARY,27511-9201,(919) 233-9714,1992-03-26,10167,-78.74263845,35.76054072,M
1498,1893028,4092016588,OAK CITY MEATBALL SHOPPE,180 E DAVIE ST ,RALEIGH,27601,(919) 744-8301,2013-12-20,10168,-78.63762576,35.77518054,M
1499,1893029,4092018384,Curry House,2101 S MAIN ST,WAKE FOREST,27587,(919) 985-7244,2020-06-17,10172,-78.53310077,35.94802112,M
1500,1893030,4092018664,Akami Sushi Bar,1561 E WILLIAMS ST,APEX,27539,(919) 267-6368,2021-06-29,10174,-78.83534627,35.7067576,M
1501,1893031,4092017919,Diced,7157 O'Kelley Chapel RD ,CARY,27619,(919) 678-5004,2018-09-06,10179,-78.88824644,35.84415135,M
1503,1893033,4092018007,Sushi at the Park,1163 Parkside Main ST ,Cary,27519,(984) 333-0199,2018-12-03,10189,-78.88929435,35.84836238,M
1505,1893035,4092018298,Dunkin' #358815,208 MATTHEWS DR ,HOLLY SPRINGS,27540,,2020-01-21,10192,-78.79581434,35.66536445,M
1506,1893036,4092015280,SITTI BY NEOMONDE,137 S WILMINGTON  ST ,RALEIGH,27601,(919) 239-4070,2008-11-05,10205,-78.63795047,35.77838014,M
1507,1893037,4092018176,Tin Roof,300 GLENWOOD AVE,RALEIGH,27603,(919) 322-2333,2019-09-15,10207,-78.64713841,35.78430657,M
1509,1893039,4092014505,Sosta Cafe,130 E Davie ST,RALEIGH,27601,(919) 833-1006,2006-02-16,10209,-78.63762576,35.77518054,M
1513,1893043,4092017636,FULL BLOOM COFFEE AND CRAFT,141 W MAIN ST ,GARNER,27529,(919) 720-4013,2017-06-20,10232,-78.60641066,35.70708731,M
1514,1893044,4092015568,HARRIS TEETER #422 DELI,120-100 ST ALBANS  DR ,RALEIGH,27609,(919) 781-4165,2010-02-03,10216,-78.63887103,35.83819686,M
1515,1893045,4092014716,Bruegger's Bagel Bakery #93-0683,8211 Brier Creek PKY ,RALEIGH,27617,(919) 484-8262,2006-11-02,10234,-78.78199682,35.90950681,M
1517,1893047,4092015276,SALEM STREET PUB,113 N SALEM ST ,APEX,27502,(919) 387-9992,2008-10-31,10275,-78.85154922,35.73118477,T
1518,1893048,4092011046,Chilis Bar And Grill,6324 GLENWOOD AVE ,RALEIGH,27612-2618,(919) 571-3600,1992-06-05,10287,-78.70465597,35.85833528,M
1519,1893049,4092016421,MEI WEI ASIAN DINER,1424 N MAIN ST ,FUQUAY VARINA,27526,(919) 762-7128,2013-05-07,10304,-78.77067049,35.59261337,M
